"","Subtype","Provider","Name","Council","Grades published","Setting","Staffing","Leadership","Care and play","Complaints upheld since 22/23","Total"
"377","Over 3s","Voluntary or Not for Profit","Gingerbread Tollcross ASC","City of Edinburgh","02/10/2017",5,5,5,5,0,20
"378","Under 3s","Voluntary or Not for Profit","Smilechildcare - Pre-School","City of Edinburgh","12/12/2018",5,5,5,5,0,20
"379","Under 3s","Voluntary or Not for Profit","Blackhall Playgroup","City of Edinburgh","22/08/2023",3,4,3,4,0,14
"380","Under 3s","Private","Cramond Playgroup","City of Edinburgh","11/02/2020",4,4,4,4,0,16
"381","Over 3s","Voluntary or Not for Profit","Clermiston After School Club","City of Edinburgh","11/03/2020",4,5,4,5,0,18
"382","Over 3s","Voluntary or Not for Profit","St. Ninians Kids Club","City of Edinburgh","07/03/2019",5,5,4,5,0,19
"383","Over 3s","Voluntary or Not for Profit","Oxgangs After School Club","City of Edinburgh","10/01/2019",6,6,6,6,0,24
"384","Over 3s","Voluntary or Not for Profit","Liberton After School Club","City of Edinburgh","03/07/2023",3,3,3,3,0,12
"385","Under 3s","Voluntary or Not for Profit","Compass Playgroup","City of Edinburgh","11/01/2019",5,5,5,5,0,20
"386","Over 3s","Private","Gylemuir After School Club","City of Edinburgh","07/12/2023",4,4,4,4,0,16
"387","Under 3s","Voluntary or Not for Profit","Rosebery Playgroup","City of Edinburgh","16/11/2018",4,5,4,4,0,17
"388","Under 3s","Private","Early Days Nursery","City of Edinburgh","19/04/2019",5,5,4,4,0,18
"389","Under 3s","Voluntary or Not for Profit","Dreghorn Pre-School and Creche","City of Edinburgh","13/07/2023",5,5,5,5,0,20
"390","Over 3s","Voluntary or Not for Profit","Dalkeith After School Club","Midlothian","22/06/2018",5,4,4,5,0,18
"391","Over 3s","Private","Childcare Connections Ltd - Gracemount","City of Edinburgh","25/01/2024",5,5,4,4,0,18
"392","Over 3s","Private","Childcare Connections - St John Vianney","City of Edinburgh","30/09/2022",4,4,4,4,0,16
"393","Under 3s","Private","Busy Bees @ Livingston Village","West Lothian","03/07/2023",5,4,4,4,0,17
"394","Under 3s","Private","Busy Bees - Edinburgh Park","City of Edinburgh","24/04/2024",5,4,4,4,0,17
"395","Under 3s","Private","Busy Bees @ Port Hamilton","City of Edinburgh","16/01/2019",4,5,5,5,0,19
"396","Under 3s","Private","Busy Bees @ Newhaven","City of Edinburgh","18/09/2023",4,4,4,4,0,16
"397","Under 3s","Voluntary or Not for Profit","Holy Corner Community Playgroup","City of Edinburgh","08/05/2019",4,4,4,4,0,16
"398","Over 3s","Voluntary or Not for Profit","Bruntsfield Community Nursery","City of Edinburgh","13/03/2024",3,4,4,4,0,15
"399","Under 3s","Voluntary or Not for Profit","Danderhall Playgroup","Midlothian","27/05/2024",4,4,4,4,0,16
"400","Under 3s","Voluntary or Not for Profit","Wallyford Playgroup","East Lothian","05/03/2024",4,4,3,4,0,15
"401","Over 3s","Voluntary or Not for Profit","Holy Cross Out Of School Club","City of Edinburgh","31/10/2016",5,5,5,5,0,20
"402","Over 3s","Voluntary or Not for Profit","Broxburn Family Centre's Out of School Care","West Lothian","15/06/2022",5,5,4,4,0,18
"403","Over 3s","Voluntary or Not for Profit","Craiglockhart After School Club","City of Edinburgh","05/09/2023",4,4,3,4,0,15
"404","Over 3s","Voluntary or Not for Profit","Gingerbread - Lorne","City of Edinburgh","09/04/2024",3,3,2,2,0,10
"405","Over 3s","Voluntary or Not for Profit","Campie After School Club","East Lothian","06/11/2023",4,4,4,5,0,17
"406","Over 3s","Voluntary or Not for Profit","BASC: Bonnyrigg Service","Midlothian","21/09/2022",4,5,5,5,0,19
"407","Over 3s","Voluntary or Not for Profit","The Squirrel Club","City of Edinburgh","21/01/2020",5,5,4,5,0,19
"408","Over 3s","Voluntary or Not for Profit","Squids After School Club","City of Edinburgh","04/08/2017",5,5,5,5,1,20
"409","Over 3s","Voluntary or Not for Profit","Wardie After School Club","City of Edinburgh","30/04/2018",4,5,4,4,0,17
"410","Over 3s","Voluntary or Not for Profit","Flora Stevenson After School Club","City of Edinburgh","15/04/2019",5,5,4,4,0,18
