"Date","Council","Wellbeing support","Care and support","Setting","Staffing","Leadership"
"Jul-20","Midlothian","3.916667","3.666667","3.428571","3.625000","3.875000"
"Jul-20","Moray","3.687500","3.937500","3.444444","3.400000","3.500000"
"Jul-20","Na h-Eileanan Siar","4.111111","3.888889","3.333333","3.400000","3.000000"
"Jul-20","North Ayrshire","4.391304","4.173913","3.555556","3.666667","3.625000"
"Jul-20","North Lanarkshire","4.133333","3.766667","4.000000","4.000000","3.571429"
"Jul-20","Orkney Islands","4.571429","4.428571","3.000000","4.000000","3.000000"
"Jul-20","Perth & Kinross","4.275000","4.100000","3.533333","3.562500","3.687500"
"Jul-20","Renfrewshire","4.520000","4.440000","4.000000","4.000000","3.900000"
"Jul-20","Scottish Borders","4.350000","4.200000","3.833333","3.909091","3.800000"
"Jul-20","Shetland Islands","4.111111","4.555556","4.000000","4.000000","3.000000"
"Jul-20","South Ayrshire","3.961538","4.076923","3.666667","3.416667","3.461538"
"Jul-20","South Lanarkshire","4.019231","3.788462","3.709677","3.828571","3.575758"
"Jul-20","Stirling","3.909091","3.772727","3.111111","3.444444","3.300000"
"Jul-20","West Dunbartonshire","4.200000","4.200000","4.000000","4.000000","3.800000"
"Jul-20","West Lothian","4.407407","4.148148","3.888889","3.400000","3.692308"
"Aug-20","Aberdeen City","4.456522","4.478261","4.100000","3.700000","3.777778"
"Aug-20","Aberdeenshire","4.475410","4.393443","3.733333","4.285714","4.000000"
"Aug-20","Angus","4.172414","4.137931","3.400000","4.000000","3.700000"
"Aug-20","Argyll & Bute","4.000000","3.705882","3.800000","3.777778","3.333333"
"Aug-20","City of Edinburgh","4.168831","3.974026","3.764706","3.757576","3.969697"
"Aug-20","Clackmannanshire","4.363636","4.636364","3.500000","3.500000","3.000000"
"Aug-20","Dumfries & Galloway","4.129032","4.193548","3.461538","3.416667","3.312500"
"Aug-20","Dundee City","4.103448","4.068966","3.800000","4.000000","3.777778"
"Aug-20","East Ayrshire","3.863636","3.761905","3.600000","3.666667","3.466667"
"Aug-20","East Dunbartonshire","4.625000","4.250000","4.000000","3.714286","3.571429"
"Aug-20","East Lothian","4.333333","4.277778","4.125000","4.000000","4.000000"
"Aug-20","East Renfrewshire","3.692308","3.692308","4.000000","3.000000","3.000000"
"Aug-20","Falkirk","4.357143","4.444444","3.769231","3.692308","3.692308"
"Aug-20","Fife","4.121622","4.337838","3.761905","3.571429","3.619048"
"Aug-20","Glasgow City","4.206522","4.076087","3.818182","3.666667","3.424242"
"Aug-20","Highland","4.348485","4.196970","3.695652","3.592593","3.846154"
"Aug-20","Inverclyde","4.500000","4.450000","3.750000","4.000000","3.666667"
"Aug-20","Midlothian","3.923077","3.692308","3.250000","3.666667","3.666667"
"Aug-20","Moray","3.687500","3.937500","3.444444","3.400000","3.500000"
"Aug-20","Na h-Eileanan Siar","4.111111","3.888889","3.333333","3.400000","3.000000"
"Aug-20","North Ayrshire","4.409091","4.181818","3.500000","3.625000","3.571429"
"Aug-20","North Lanarkshire","4.161290","3.774194","4.000000","4.000000","3.571429"
"Aug-20","Orkney Islands","4.571429","4.428571","3.000000","4.000000","3.000000"
"Aug-20","Perth & Kinross","4.300000","4.125000","3.533333","3.562500","3.687500"
"Aug-20","Renfrewshire","4.520000","4.440000","4.000000","4.000000","3.900000"
"Aug-20","Scottish Borders","4.350000","4.200000","3.833333","3.909091","3.800000"
"Aug-20","Shetland Islands","4.111111","4.555556","4.000000","4.000000","3.000000"
"Aug-20","South Ayrshire","4.000000","4.074074","3.625000","3.538462","3.500000"
"Aug-20","South Lanarkshire","4.019608","3.784314","3.700000","3.794118","3.562500"
"Aug-20","Stirling","3.909091","3.772727","3.111111","3.444444","3.300000"
"Aug-20","West Dunbartonshire","4.200000","4.200000","4.000000","4.000000","3.800000"
"Aug-20","West Lothian","4.500000","4.230769","4.000000","3.666667","3.916667"
"Sep-20","Aberdeen City","4.456522","4.478261","4.100000","3.700000","3.777778"
"Sep-20","Aberdeenshire","4.475410","4.393443","3.733333","4.285714","4.000000"
"Sep-20","Angus","4.172414","4.137931","3.400000","4.000000","3.700000"
"Sep-20","Argyll & Bute","4.000000","3.705882","3.800000","3.777778","3.333333"
"Sep-20","City of Edinburgh","4.207792","4.000000","3.771429","3.794118","4.000000"
"Sep-20","Clackmannanshire","4.363636","4.636364","3.500000","3.500000","3.000000"
"Sep-20","Dumfries & Galloway","4.129032","4.193548","3.461538","3.416667","3.312500"
"Sep-20","Dundee City","4.103448","4.068966","3.800000","4.000000","3.777778"
"Sep-20","East Ayrshire","3.863636","3.761905","3.600000","3.666667","3.466667"
"Sep-20","East Dunbartonshire","4.625000","4.250000","4.000000","3.714286","3.571429"
"Sep-20","East Lothian","4.333333","4.277778","4.125000","4.000000","4.000000"
"Sep-20","East Renfrewshire","3.692308","3.692308","4.000000","3.000000","3.000000"
"Sep-20","Falkirk","4.310345","4.428571","3.769231","3.692308","3.692308"
"Sep-20","Fife","4.121622","4.337838","3.761905","3.571429","3.619048"
"Sep-20","Glasgow City","4.206522","4.076087","3.818182","3.666667","3.424242"
"Sep-20","Highland","4.348485","4.196970","3.695652","3.629630","3.807692"
"Sep-20","Inverclyde","4.523810","4.428571","3.750000","4.000000","3.666667"
"Sep-20","Midlothian","3.923077","3.692308","3.375000","3.666667","3.777778"
"Sep-20","Moray","3.687500","3.937500","3.444444","3.400000","3.500000"
"Sep-20","Na h-Eileanan Siar","4.111111","3.888889","3.333333","3.400000","3.000000"
"Sep-20","North Ayrshire","4.409091","4.181818","3.500000","3.625000","3.571429"
"Sep-20","North Lanarkshire","4.161290","3.774194","4.000000","4.000000","3.571429"
"Sep-20","Orkney Islands","4.571429","4.428571","3.000000","4.000000","3.000000"
"Sep-20","Perth & Kinross","4.317073","4.146341","3.533333","3.562500","3.687500"
"Sep-20","Renfrewshire","4.520000","4.440000","4.000000","4.000000","3.900000"
"Sep-20","Scottish Borders","4.350000","4.200000","3.833333","3.909091","3.800000"
"Sep-20","Shetland Islands","4.111111","4.555556","4.000000","4.000000","3.000000"
"Sep-20","South Ayrshire","4.000000","4.074074","3.625000","3.538462","3.500000"
"Sep-20","South Lanarkshire","4.019608","3.784314","3.700000","3.794118","3.562500"
"Sep-20","Stirling","3.909091","3.772727","3.111111","3.444444","3.300000"
"Sep-20","West Dunbartonshire","4.200000","4.200000","4.000000","4.000000","3.800000"
"Sep-20","West Lothian","4.500000","4.269231","4.000000","3.555556","3.916667"
"Oct-20","Aberdeen City","4.456522","4.478261","4.100000","3.700000","3.777778"
"Oct-20","Aberdeenshire","4.466667","4.383333","3.785714","4.230769","3.923077"
"Oct-20","Angus","4.172414","4.137931","3.400000","4.000000","3.700000"
"Oct-20","Argyll & Bute","4.000000","3.705882","3.800000","3.777778","3.333333"
"Oct-20","City of Edinburgh","4.207792","4.000000","3.771429","3.794118","4.000000"
"Oct-20","Clackmannanshire","4.363636","4.636364","3.500000","3.500000","3.000000"
"Oct-20","Dumfries & Galloway","4.129032","4.193548","3.461538","3.416667","3.312500"
"Oct-20","Dundee City","4.071429","4.035714","3.800000","4.000000","3.777778"
"Oct-20","East Ayrshire","3.863636","3.761905","3.600000","3.666667","3.466667"
"Oct-20","East Dunbartonshire","4.625000","4.250000","4.000000","3.714286","3.571429"
"Oct-20","East Lothian","4.333333","4.277778","4.125000","4.000000","4.000000"
"Oct-20","East Renfrewshire","3.692308","3.692308","4.000000","3.000000","3.000000"
"Oct-20","Falkirk","4.310345","4.428571","3.769231","3.692308","3.692308"
"Oct-20","Fife","4.121622","4.337838","3.761905","3.571429","3.619048"
"Oct-20","Glasgow City","4.206522","4.076087","3.818182","3.666667","3.424242"
"Oct-20","Highland","4.348485","4.212121","3.695652","3.629630","3.807692"
"Oct-20","Inverclyde","4.523810","4.428571","3.750000","4.000000","3.666667"
"Oct-20","Midlothian","3.923077","3.692308","3.375000","3.666667","3.777778"
"Oct-20","Moray","3.687500","3.937500","3.444444","3.400000","3.500000"
"Oct-20","Na h-Eileanan Siar","4.111111","3.888889","3.333333","3.400000","3.000000"
"Oct-20","North Ayrshire","4.409091","4.181818","3.500000","3.625000","3.571429"
"Oct-20","North Lanarkshire","4.161290","3.774194","4.000000","4.000000","3.571429"
"Oct-20","Orkney Islands","4.571429","4.428571","3.000000","4.000000","3.000000"
"Oct-20","Perth & Kinross","4.214286","4.119048","3.533333","3.444444","3.555556"
"Oct-20","Renfrewshire","4.520000","4.440000","4.000000","4.000000","3.900000"
"Oct-20","Scottish Borders","4.250000","4.200000","3.833333","3.833333","3.800000"
"Oct-20","Shetland Islands","4.111111","4.555556","4.000000","4.000000","3.000000"
"Oct-20","South Ayrshire","4.000000","4.074074","3.625000","3.538462","3.500000"
"Oct-20","South Lanarkshire","4.019608","3.784314","3.700000","3.794118","3.562500"
"Oct-20","Stirling","3.909091","3.772727","3.111111","3.444444","3.300000"
"Oct-20","West Dunbartonshire","4.200000","4.200000","4.000000","4.000000","3.800000"
"Oct-20","West Lothian","4.500000","4.269231","4.000000","3.555556","3.916667"
"Nov-20","Aberdeen City","4.456522","4.478261","4.100000","3.700000","3.777778"
"Nov-20","Aberdeenshire","4.466667","4.383333","3.785714","4.230769","3.923077"
"Nov-20","Angus","4.142857","4.142857","3.400000","4.000000","3.700000"
"Nov-20","Argyll & Bute","4.062500","3.750000","3.777778","3.750000","3.250000"
"Nov-20","City of Edinburgh","4.207792","4.000000","3.771429","3.794118","4.000000"
"Nov-20","Clackmannanshire","4.363636","4.636364","3.500000","3.500000","3.000000"
"Nov-20","Dumfries & Galloway","4.129032","4.193548","3.461538","3.416667","3.312500"
"Nov-20","Dundee City","4.071429","4.035714","3.800000","4.000000","3.777778"
"Nov-20","East Ayrshire","3.863636","3.761905","3.600000","3.666667","3.466667"
"Nov-20","East Dunbartonshire","4.500000","4.250000","4.000000","3.714286","3.285714"
"Nov-20","East Lothian","4.333333","4.277778","4.125000","4.000000","4.000000"
"Nov-20","East Renfrewshire","3.428571","3.500000","3.800000","3.000000","2.800000"
"Nov-20","Falkirk","4.310345","4.428571","3.769231","3.692308","3.692308"
"Nov-20","Fife","4.121622","4.337838","3.761905","3.571429","3.619048"
"Nov-20","Glasgow City","4.219780","4.076923","3.812500","3.656250","3.437500"
"Nov-20","Highland","4.369231","4.230769","3.727273","3.653846","3.840000"
"Nov-20","Inverclyde","4.523810","4.428571","3.750000","4.000000","3.666667"
"Nov-20","Midlothian","3.923077","3.692308","3.375000","3.666667","3.777778"
"Nov-20","Moray","3.733333","4.066667","3.500000","3.555556","3.636364"
"Nov-20","Na h-Eileanan Siar","4.111111","3.888889","3.666667","3.400000","3.000000"
"Nov-20","North Ayrshire","4.409091","4.181818","3.500000","3.625000","3.571429"
"Nov-20","North Lanarkshire","4.161290","3.774194","4.000000","4.000000","3.571429"
"Nov-20","Orkney Islands","4.500000","4.333333","3.000000","4.000000","3.000000"
"Nov-20","Perth & Kinross","4.190476","4.095238","3.533333","3.444444","3.555556"
"Nov-20","Renfrewshire","4.520000","4.440000","4.000000","4.000000","3.900000"
"Nov-20","Scottish Borders","4.250000","4.200000","3.833333","3.833333","3.800000"
"Nov-20","Shetland Islands","4.111111","4.555556","4.000000","4.000000","3.000000"
"Nov-20","South Ayrshire","4.000000","4.074074","3.625000","3.538462","3.500000"
"Nov-20","South Lanarkshire","4.019608","3.784314","3.700000","3.794118","3.562500"
"Nov-20","Stirling","3.909091","3.772727","3.222222","3.444444","3.400000"
"Nov-20","West Dunbartonshire","4.200000","4.200000","4.000000","4.000000","3.800000"
"Nov-20","West Lothian","4.500000","4.269231","4.000000","3.555556","3.916667"
"Dec-20","Aberdeen City","4.456522","4.478261","4.100000","3.700000","3.777778"
"Dec-20","Aberdeenshire","4.491525","4.389831","3.846154","4.333333","4.000000"
"Dec-20","Angus","4.178571","4.142857","3.400000","4.000000","3.700000"
"Dec-20","Argyll & Bute","4.062500","3.750000","3.777778","3.750000","3.250000"
"Dec-20","City of Edinburgh","4.207792","4.000000","3.771429","3.794118","4.000000"
"Dec-20","Clackmannanshire","4.363636","4.636364","3.500000","3.500000","3.000000"
"Dec-20","Dumfries & Galloway","4.129032","4.193548","3.461538","3.416667","3.312500"
"Dec-20","Dundee City","4.071429","4.035714","3.800000","4.000000","3.777778"
"Dec-20","East Ayrshire","3.863636","3.761905","3.600000","3.666667","3.466667"
"Dec-20","East Dunbartonshire","4.500000","4.250000","4.000000","3.714286","3.285714"
"Dec-20","East Lothian","4.333333","4.277778","4.125000","4.000000","4.000000"
"Dec-20","East Renfrewshire","3.571429","3.500000","3.800000","3.000000","2.900000"
"Dec-20","Falkirk","4.310345","4.428571","3.769231","3.692308","3.692308"
"Dec-20","Fife","4.121622","4.337838","3.761905","3.571429","3.619048"
"Dec-20","Glasgow City","4.219780","4.076923","3.812500","3.656250","3.437500"
"Dec-20","Highland","4.369231","4.230769","3.727273","3.653846","3.840000"
"Dec-20","Inverclyde","4.523810","4.428571","3.750000","4.000000","3.666667"
"Dec-20","Midlothian","3.923077","3.692308","3.375000","3.666667","3.777778"
"Dec-20","Moray","3.733333","4.066667","3.500000","3.555556","3.636364"
"Dec-20","Na h-Eileanan Siar","4.111111","3.888889","3.666667","3.400000","3.000000"
"Dec-20","North Ayrshire","4.409091","4.181818","3.500000","3.625000","3.571429"
"Dec-20","North Lanarkshire","4.161290","3.774194","3.950000","4.000000","3.619048"
"Dec-20","Orkney Islands","4.400000","4.400000","3.000000","4.000000","3.000000"
"Dec-20","Perth & Kinross","4.190476","4.095238","3.533333","3.444444","3.555556"
"Dec-20","Renfrewshire","4.520000","4.440000","4.000000","4.000000","3.900000"
"Dec-20","Scottish Borders","4.250000","4.200000","3.833333","3.833333","3.800000"
"Dec-20","Shetland Islands","4.111111","4.555556","4.000000","4.000000","3.000000"
"Dec-20","South Ayrshire","4.000000","4.074074","3.625000","3.538462","3.500000"
"Dec-20","South Lanarkshire","4.058824","3.823529","3.700000","3.852941","3.625000"
"Dec-20","Stirling","3.909091","3.772727","3.222222","3.444444","3.400000"
"Dec-20","West Dunbartonshire","4.125000","4.125000","4.000000","3.500000","3.333333"
"Dec-20","West Lothian","4.500000","4.269231","4.000000","3.555556","3.916667"
"Jan-21","Aberdeen City","4.456522","4.478261","4.100000","3.700000","3.777778"
"Jan-21","Aberdeenshire","4.491525","4.389831","3.846154","4.333333","4.000000"
"Jan-21","Angus","4.178571","4.142857","3.400000","4.000000","3.700000"
"Jan-21","Argyll & Bute","4.062500","3.750000","3.777778","3.750000","3.250000"
"Jan-21","City of Edinburgh","4.220779","4.000000","3.800000","3.823529","4.000000"
"Jan-21","Clackmannanshire","4.363636","4.636364","3.500000","3.500000","3.000000"
"Jan-21","Dumfries & Galloway","4.129032","4.193548","3.461538","3.416667","3.312500"
"Jan-21","Dundee City","4.071429","4.035714","3.800000","4.000000","3.777778"
"Jan-21","East Ayrshire","3.863636","3.761905","3.600000","3.666667","3.466667"
"Jan-21","East Dunbartonshire","4.500000","4.250000","4.000000","3.714286","3.285714"
"Jan-21","East Lothian","4.333333","4.277778","4.125000","4.000000","4.000000"
"Jan-21","East Renfrewshire","3.571429","3.500000","3.800000","3.000000","2.900000"
"Jan-21","Falkirk","4.344828","4.464286","3.769231","3.769231","3.846154"
"Jan-21","Fife","4.108108","4.324324","3.761905","3.523810","3.571429"
"Jan-21","Glasgow City","4.186813","4.054945","3.818182","3.606061","3.393939"
"Jan-21","Highland","4.369231","4.230769","3.727273","3.653846","3.840000"
"Jan-21","Inverclyde","4.523810","4.428571","3.750000","4.000000","3.666667"
"Jan-21","Midlothian","3.923077","3.692308","3.375000","3.666667","3.777778"
"Jan-21","Moray","3.733333","4.066667","3.500000","3.555556","3.636364"
"Jan-21","Na h-Eileanan Siar","4.111111","3.888889","3.666667","3.400000","3.000000"
"Jan-21","North Ayrshire","4.409091","4.181818","3.500000","3.625000","3.571429"
"Jan-21","North Lanarkshire","4.161290","3.774194","3.950000","4.000000","3.619048"
"Jan-21","Orkney Islands","4.400000","4.400000","3.000000","4.000000","3.000000"
"Jan-21","Perth & Kinross","4.214286","4.119048","3.533333","3.500000","3.555556"
"Jan-21","Renfrewshire","4.520000","4.440000","4.000000","4.000000","3.900000"
"Jan-21","Scottish Borders","4.250000","4.200000","3.833333","3.833333","3.800000"
"Jan-21","Shetland Islands","4.111111","4.555556","4.000000","4.000000","3.000000"
"Jan-21","South Ayrshire","4.038462","4.076923","3.666667","3.583333","3.538462"
"Jan-21","South Lanarkshire","4.058824","3.823529","3.700000","3.852941","3.625000"
"Jan-21","Stirling","3.909091","3.772727","3.222222","3.444444","3.400000"
"Jan-21","West Dunbartonshire","4.125000","4.125000","4.000000","3.500000","3.333333"
"Jan-21","West Lothian","4.500000","4.269231","4.000000","3.555556","3.916667"
"Feb-21","Aberdeen City","4.456522","4.478261","4.100000","3.700000","3.777778"
"Feb-21","Aberdeenshire","4.491525","4.389831","3.846154","4.333333","4.000000"
"Feb-21","Angus","4.178571","4.142857","3.400000","4.000000","3.700000"
"Feb-21","Argyll & Bute","4.062500","3.750000","3.777778","3.750000","3.250000"
"Feb-21","City of Edinburgh","4.220779","4.000000","3.800000","3.823529","4.000000"
"Feb-21","Clackmannanshire","4.363636","4.636364","3.500000","3.500000","3.000000"
"Feb-21","Dumfries & Galloway","4.129032","4.193548","3.461538","3.416667","3.312500"
"Feb-21","Dundee City","4.071429","4.035714","3.800000","4.000000","3.777778"
"Feb-21","East Ayrshire","3.863636","3.761905","3.600000","3.666667","3.466667"
"Feb-21","East Dunbartonshire","4.500000","4.250000","4.000000","3.714286","3.285714"
"Feb-21","East Lothian","4.333333","4.277778","4.125000","4.000000","4.000000"
"Feb-21","East Renfrewshire","3.571429","3.500000","3.800000","3.000000","2.900000"
"Feb-21","Falkirk","4.344828","4.464286","3.769231","3.769231","3.846154"
"Feb-21","Fife","4.095890","4.328767","3.761905","3.523810","3.571429"
"Feb-21","Glasgow City","4.186813","4.054945","3.818182","3.636364","3.393939"
"Feb-21","Highland","4.338462","4.230769","3.727273","3.653846","3.769231"
"Feb-21","Inverclyde","4.550000","4.500000","3.750000","4.000000","3.666667"
"Feb-21","Midlothian","3.923077","3.692308","3.250000","3.666667","3.777778"
"Feb-21","Moray","3.733333","4.066667","3.500000","3.555556","3.636364"
"Feb-21","Na h-Eileanan Siar","4.111111","3.888889","3.666667","3.400000","3.000000"
"Feb-21","North Ayrshire","4.409091","4.181818","3.500000","3.625000","3.571429"
"Feb-21","North Lanarkshire","4.100000","3.666667","3.894737","3.950000","3.550000"
"Feb-21","Orkney Islands","4.400000","4.400000","3.000000","4.000000","3.000000"
"Feb-21","Perth & Kinross","4.214286","4.119048","3.533333","3.500000","3.555556"
"Feb-21","Renfrewshire","4.576923","4.461538","4.090909","4.090909","4.000000"
"Feb-21","Scottish Borders","4.250000","4.200000","3.833333","3.833333","3.800000"
"Feb-21","Shetland Islands","4.111111","4.555556","4.000000","4.000000","3.000000"
"Feb-21","South Ayrshire","4.038462","4.076923","3.666667","3.583333","3.538462"
"Feb-21","South Lanarkshire","4.058824","3.823529","3.700000","3.852941","3.625000"
"Feb-21","Stirling","3.909091","3.772727","3.222222","3.444444","3.400000"
"Feb-21","West Dunbartonshire","4.125000","4.125000","4.000000","3.500000","3.333333"
"Feb-21","West Lothian","4.500000","4.269231","4.000000","3.555556","3.916667"
"Mar-21","Aberdeen City","4.456522","4.478261","4.100000","3.700000","3.777778"
"Mar-21","Aberdeenshire","4.491525","4.389831","3.846154","4.333333","4.000000"
"Mar-21","Angus","4.178571","4.142857","3.400000","4.000000","3.700000"
"Mar-21","Argyll & Bute","4.062500","3.750000","3.777778","3.750000","3.250000"
"Mar-21","City of Edinburgh","4.200000","3.973333","3.800000","3.848485","4.000000"
"Mar-21","Clackmannanshire","4.545455","4.636364","3.500000","3.500000","3.000000"
"Mar-21","Dumfries & Galloway","4.064516","4.193548","3.461538","3.416667","3.187500"
"Mar-21","Dundee City","4.071429","4.035714","3.800000","4.000000","3.777778"
"Mar-21","East Ayrshire","3.863636","3.761905","3.600000","3.666667","3.466667"
"Mar-21","East Dunbartonshire","4.437500","4.250000","4.000000","3.714286","3.142857"
"Mar-21","East Lothian","4.333333","4.277778","4.125000","4.000000","4.000000"
"Mar-21","East Renfrewshire","3.642857","3.642857","3.900000","3.200000","3.100000"
"Mar-21","Falkirk","4.344828","4.464286","3.769231","3.769231","3.846154"
"Mar-21","Fife","4.095890","4.328767","3.761905","3.523810","3.571429"
"Mar-21","Glasgow City","4.186813","4.054945","3.818182","3.636364","3.393939"
"Mar-21","Highland","4.338462","4.230769","3.727273","3.653846","3.769231"
"Mar-21","Inverclyde","4.550000","4.500000","3.750000","4.000000","3.666667"
"Mar-21","Midlothian","4.000000","3.666667","3.142857","3.750000","3.750000"
"Mar-21","Moray","3.733333","4.066667","3.500000","3.555556","3.636364"
"Mar-21","Na h-Eileanan Siar","4.111111","3.888889","3.666667","3.400000","3.000000"
"Mar-21","North Ayrshire","4.428571","4.142857","3.500000","3.625000","3.571429"
"Mar-21","North Lanarkshire","4.137931","3.689655","3.944444","4.000000","3.578947"
"Mar-21","Orkney Islands","4.400000","4.400000","3.000000","4.000000","3.000000"
"Mar-21","Perth & Kinross","4.214286","4.119048","3.533333","3.500000","3.555556"
"Mar-21","Renfrewshire","4.640000","4.480000","4.100000","4.200000","4.100000"
"Mar-21","Scottish Borders","4.250000","4.200000","3.833333","3.833333","3.800000"
"Mar-21","Shetland Islands","4.111111","4.555556","4.000000","4.000000","3.000000"
"Mar-21","South Ayrshire","4.038462","4.076923","3.666667","3.583333","3.538462"
"Mar-21","South Lanarkshire","4.019608","3.784314","3.700000","3.823529","3.562500"
"Mar-21","Stirling","3.909091","3.772727","3.222222","3.444444","3.400000"
"Mar-21","West Dunbartonshire","4.125000","4.125000","4.000000","3.500000","3.333333"
"Mar-21","West Lothian","4.500000","4.269231","4.000000","3.555556","3.916667"
"Apr-21","Aberdeen City","4.456522","4.478261","4.100000","3.700000","3.777778"
"Apr-21","Aberdeenshire","4.491525","4.389831","3.846154","4.333333","4.000000"
"Apr-21","Angus","4.178571","4.142857","3.400000","4.000000","3.700000"
"Apr-21","Argyll & Bute","4.062500","3.750000","3.777778","3.750000","3.250000"
"Apr-21","City of Edinburgh","4.213333","3.986667","3.800000","3.848485","4.029412"
"Apr-21","Clackmannanshire","4.545455","4.636364","3.500000","3.500000","3.000000"
"Apr-21","Dumfries & Galloway","4.129032","4.193548","3.461538","3.500000","3.312500"
"Apr-21","Dundee City","4.071429","4.035714","3.800000","4.000000","3.777778"
"Apr-21","East Ayrshire","3.863636","3.761905","3.600000","3.666667","3.466667"
"Apr-21","East Dunbartonshire","4.562500","4.250000","4.000000","3.714286","3.428571"
"Apr-21","East Lothian","4.333333","4.277778","4.125000","4.000000","4.000000"
"Apr-21","East Renfrewshire","3.642857","3.642857","3.900000","3.200000","3.100000"
"Apr-21","Falkirk","4.344828","4.464286","3.769231","3.846154","3.846154"
"Apr-21","Fife","4.095890","4.328767","3.761905","3.523810","3.571429"
"Apr-21","Glasgow City","4.211111","4.066667","3.818182","3.636364","3.484848"
"Apr-21","Highland","4.338462","4.230769","3.727273","3.653846","3.769231"
"Apr-21","Inverclyde","4.550000","4.500000","3.750000","4.000000","3.666667"
"Apr-21","Midlothian","4.000000","3.666667","3.142857","3.750000","3.750000"
"Apr-21","Moray","3.733333","4.066667","3.500000","3.555556","3.666667"
"Apr-21","Na h-Eileanan Siar","4.111111","3.888889","3.666667","3.400000","3.000000"
"Apr-21","North Ayrshire","4.428571","4.142857","3.500000","3.625000","3.571429"
"Apr-21","North Lanarkshire","4.137931","3.689655","3.944444","4.000000","3.578947"
"Apr-21","Orkney Islands","4.400000","4.400000","3.000000","4.000000","3.000000"
"Apr-21","Perth & Kinross","4.238095","4.142857","3.666667","3.555556","3.611111"
"Apr-21","Renfrewshire","4.640000","4.480000","4.100000","4.200000","4.100000"
"Apr-21","Scottish Borders","4.250000","4.200000","3.833333","3.833333","3.800000"
"Apr-21","Shetland Islands","4.111111","4.555556","4.000000","4.000000","3.000000"
"Apr-21","South Ayrshire","4.038462","4.076923","3.666667","3.583333","3.538462"
"Apr-21","South Lanarkshire","4.039216","3.803922","3.700000","3.823529","3.593750"
"Apr-21","Stirling","3.909091","3.772727","3.222222","3.444444","3.400000"
"Apr-21","West Dunbartonshire","4.125000","4.125000","4.000000","3.500000","3.333333"
"Apr-21","West Lothian","4.500000","4.269231","4.000000","3.555556","3.916667"
"May-21","Aberdeen City","4.456522","4.478261","4.100000","3.700000","3.600000"
"May-21","Aberdeenshire","4.491525","4.389831","3.846154","4.333333","3.833333"
"May-21","Angus","4.178571","4.142857","3.400000","4.000000","3.700000"
"May-21","Argyll & Bute","4.062500","3.750000","3.777778","3.750000","3.250000"
"May-21","City of Edinburgh","4.213333","3.986667","3.800000","3.848485","4.029412"
"May-21","Clackmannanshire","4.545455","4.636364","3.500000","3.500000","3.000000"
"May-21","Dumfries & Galloway","4.129032","4.193548","3.461538","3.500000","3.312500"
"May-21","Dundee City","4.071429","4.035714","3.800000","4.000000","3.777778"
"May-21","East Ayrshire","3.863636","3.761905","3.600000","3.666667","3.466667"
"May-21","East Dunbartonshire","4.666667","4.266667","4.000000","3.666667","3.500000"
"May-21","East Lothian","4.333333","4.277778","4.125000","4.000000","4.000000"
"May-21","East Renfrewshire","3.642857","3.642857","3.900000","3.200000","3.100000"
"May-21","Falkirk","4.321429","4.444444","3.769231","3.846154","3.846154"
"May-21","Fife","4.097222","4.333333","3.761905","3.523810","3.571429"
"May-21","Glasgow City","4.222222","4.066667","3.818182","3.666667","3.515152"
"May-21","Highland","4.338462","4.230769","3.727273","3.653846","3.769231"
"May-21","Inverclyde","4.550000","4.500000","3.750000","4.000000","3.666667"
"May-21","Midlothian","4.000000","3.666667","3.285714","3.625000","3.750000"
"May-21","Moray","3.733333","4.066667","3.500000","3.555556","3.666667"
"May-21","Na h-Eileanan Siar","4.111111","3.777778","3.666667","3.400000","3.000000"
"May-21","North Ayrshire","4.428571","4.142857","3.500000","3.625000","3.571429"
"May-21","North Lanarkshire","4.137931","3.689655","3.944444","4.000000","3.578947"
"May-21","Orkney Islands","4.400000","4.400000","3.000000","4.000000","3.000000"
"May-21","Perth & Kinross","4.238095","4.142857","3.666667","3.555556","3.611111"
"May-21","Renfrewshire","4.640000","4.480000","4.100000","4.200000","4.100000"
"May-21","Scottish Borders","4.250000","4.200000","3.833333","3.833333","3.800000"
"May-21","Shetland Islands","4.111111","4.555556","4.000000","4.000000","3.000000"
"May-21","South Ayrshire","4.038462","4.076923","3.666667","3.583333","3.538462"
"May-21","South Lanarkshire","4.039216","3.803922","3.700000","3.823529","3.593750"
"May-21","Stirling","3.909091","3.772727","3.222222","3.444444","3.400000"
"May-21","West Dunbartonshire","4.125000","4.125000","4.000000","3.500000","3.333333"
"May-21","West Lothian","4.444444","4.185185","4.000000","3.545455","3.857143"
"Jun-21","Aberdeen City","4.434783","4.478261","4.100000","3.700000","3.600000"
"Jun-21","Aberdeenshire","4.491525","4.389831","3.846154","4.333333","3.833333"
"Jun-21","Angus","4.178571","4.142857","3.400000","4.000000","3.700000"
"Jun-21","Argyll & Bute","4.062500","3.750000","3.777778","3.750000","3.250000"
"Jun-21","City of Edinburgh","4.246575","4.000000","3.787879","3.843750","4.060606"
"Jun-21","Clackmannanshire","4.500000","4.500000","3.500000","3.500000","3.000000"
"Jun-21","Dumfries & Galloway","4.064516","4.129032","3.461538","3.461538","3.294118"
"Jun-21","Dundee City","4.071429","4.035714","3.800000","4.000000","3.777778"
"Jun-21","East Ayrshire","3.727273","3.761905","3.533333","3.666667","3.333333"
