"Date","Scotland"
"Aug 2023",29
"Sep 2023",29
"Oct 2023",29
"Nov 2023",29
"Dec 2023",29
"Jan 2024",29
"Feb 2024",29
"Mar 2024",30
"Apr 2024",28
"May 2024",28
"Jun 2017",17
"Jul 2017",17
"Aug 2017",17
"Sep 2017",17
"Oct 2017",16
"Nov 2017",16
"Dec 2017",17
"Jan 2018",17
"Feb 2018",17
"Mar 2018",17
"Apr 2018",17
"May 2018",17
"Jun 2018",17
"Jul 2018",17
"Aug 2018",17
"Sep 2018",17
"Oct 2018",17
"Nov 2018",17
"Dec 2018",17
"Jan 2019",17
"Feb 2019",17
"Mar 2019",17
"Apr 2019",17
"May 2019",17
"Jun 2019",17
"Jul 2019",17
"Aug 2019",17
"Sep 2019",17
"Oct 2019",18
"Nov 2019",18
"Dec 2019",18
"Jan 2020",18
"Feb 2020",18
"Mar 2020",18
"Apr 2020",18
"May 2020",18
"Jun 2020",18
"Jul 2020",18
"Aug 2020",18
"Sep 2020",18
"Oct 2020",18
"Nov 2020",18
"Dec 2020",18
"Jan 2021",18
"Feb 2021",18
"Mar 2021",17
"Apr 2021",17
"May 2021",17
"Jun 2021",17
"Jul 2021",17
"Aug 2021",17
"Sep 2021",17
"Oct 2021",17
"Nov 2021",17
"Dec 2021",17
"Jan 2022",17
"Feb 2022",17
"Mar 2022",17
"Apr 2022",17
"May 2022",17
"Jun 2022",16
"Jul 2022",16
"Aug 2022",16
"Sep 2022",16
"Oct 2022",16
"Nov 2022",16
"Dec 2022",16
"Jan 2023",16
"Feb 2023",16
"Mar 2023",16
"Apr 2023",16
"May 2023",16
"Jun 2023",16
"Jul 2023",16
"Aug 2023",16
"Sep 2023",16
"Oct 2023",16
"Nov 2023",16
"Dec 2023",16
"Jan 2024",16
"Feb 2024",16
"Mar 2024",16
"Apr 2024",16
"May 2024",16
"Jun 2017",27
"Jul 2017",27
"Aug 2017",26
"Sep 2017",26
"Oct 2017",26
"Nov 2017",26
"Dec 2017",26
"Jan 2018",26
"Feb 2018",26
"Mar 2018",25
"Apr 2018",24
"May 2018",24
"Jun 2018",24
"Jul 2018",23
"Aug 2018",23
"Sep 2018",23
"Oct 2018",23
"Nov 2018",22
"Dec 2018",22
"Jan 2019",22
"Feb 2019",22
"Mar 2019",22
"Apr 2019",22
"May 2019",22
"Jun 2019",22
"Jul 2019",22
"Aug 2019",22
"Sep 2019",22
"Oct 2019",22
"Nov 2019",22
"Dec 2019",22
"Jan 2020",22
"Feb 2020",22
"Mar 2020",22
"Apr 2020",22
"May 2020",22
"Jun 2020",22
"Jul 2020",22
"Aug 2020",22
"Sep 2020",22
"Oct 2020",22
"Nov 2020",22
"Dec 2020",23
"Jan 2021",22
"Feb 2021",22
"Mar 2021",22
"Apr 2021",22
"May 2021",22
"Jun 2021",22
"Jul 2021",22
"Aug 2021",21
"Sep 2021",21
"Oct 2021",21
"Nov 2021",21
"Dec 2021",21
"Jan 2022",21
"Feb 2022",21
"Mar 2022",21
"Apr 2022",21
"May 2022",21
"Jun 2022",21
"Jul 2022",21
"Aug 2022",21
"Sep 2022",21
"Oct 2022",21
"Nov 2022",21
"Dec 2022",21
"Jan 2023",21
"Feb 2023",21
"Mar 2023",21
"Apr 2023",21
"May 2023",20
"Jun 2023",20
"Jul 2023",20
"Aug 2023",20
"Sep 2023",20
"Oct 2023",20
"Nov 2023",20
"Dec 2023",20
"Jan 2024",20
"Feb 2024",20
"Mar 2024",20
"Apr 2024",20
"May 2024",20
"Jun 2017",11
"Jul 2017",11
"Aug 2017",11
"Sep 2017",11
"Oct 2017",11
"Nov 2017",11
"Dec 2017",11
"Jan 2018",11
"Feb 2018",11
"Mar 2018",11
"Apr 2018",11
"May 2018",11
"Jun 2018",11
"Jul 2018",11
"Aug 2018",11
"Sep 2018",11
"Oct 2018",13
"Nov 2018",13
"Dec 2018",13
"Jan 2019",13
"Feb 2019",13
"Mar 2019",13
"Apr 2019",13
"May 2019",13
"Jun 2019",13
"Jul 2019",13
"Aug 2019",13
"Sep 2019",13
"Oct 2019",13
"Nov 2019",13
"Dec 2019",13
"Jan 2020",13
"Feb 2020",13
"Mar 2020",12
"Apr 2020",12
"May 2020",12
"Jun 2020",12
"Jul 2020",12
"Aug 2020",12
"Sep 2020",12
"Oct 2020",12
"Nov 2020",12
"Dec 2020",12
"Jan 2021",12
"Feb 2021",12
"Mar 2021",12
"Apr 2021",12
"May 2021",12
"Jun 2021",12
"Jul 2021",12
"Aug 2021",12
"Sep 2021",12
"Oct 2021",12
"Nov 2021",12
"Dec 2021",12
"Jan 2022",12
"Feb 2022",12
"Mar 2022",12
"Apr 2022",12
"May 2022",12
"Jun 2022",12
"Jul 2022",12
"Aug 2022",12
"Sep 2022",12
"Oct 2022",12
"Nov 2022",12
"Dec 2022",12
"Jan 2023",12
"Feb 2023",12
"Mar 2023",12
"Apr 2023",12
"May 2023",12
"Jun 2023",11
"Jul 2023",11
"Aug 2023",11
"Sep 2023",11
"Oct 2023",11
"Nov 2023",11
"Dec 2023",11
"Jan 2024",11
"Feb 2024",11
"Mar 2024",11
"Apr 2024",11
"May 2024",11
"Jun 2017",37
"Jul 2017",36
"Aug 2017",36
"Sep 2017",36
"Oct 2017",36
"Nov 2017",36
"Dec 2017",37
"Jan 2018",37
"Feb 2018",37
"Mar 2018",37
"Apr 2018",36
"May 2018",36
"Jun 2018",36
"Jul 2018",36
"Aug 2018",36
"Sep 2018",36
"Oct 2018",36
"Nov 2018",36
"Dec 2018",36
"Jan 2019",36
"Feb 2019",36
"Mar 2019",36
"Apr 2019",35
"May 2019",35
"Jun 2019",34
"Jul 2019",34
"Aug 2019",34
"Sep 2019",34
"Oct 2019",34
"Nov 2019",34
"Dec 2019",34
"Jan 2020",35
"Feb 2020",36
"Mar 2020",36
"Apr 2020",36
"May 2020",36
"Jun 2020",36
"Jul 2020",36
"Aug 2020",36
"Sep 2020",36
"Oct 2020",36
"Nov 2020",36
"Dec 2020",36
"Jan 2021",36
"Feb 2021",36
"Mar 2021",36
"Apr 2021",36
"May 2021",36
"Jun 2021",36
"Jul 2021",36
"Aug 2021",36
"Sep 2021",36
"Oct 2021",37
"Nov 2021",37
"Dec 2021",37
"Jan 2022",37
"Feb 2022",36
"Mar 2022",35
"Apr 2022",35
"May 2022",35
"Jun 2022",35
"Jul 2022",36
"Aug 2022",36
"Sep 2022",37
"Oct 2022",37
"Nov 2022",37
"Dec 2022",37
"Jan 2023",37
"Feb 2023",37
"Mar 2023",37
"Apr 2023",37
"May 2023",37
"Jun 2023",38
"Jul 2023",37
"Aug 2023",37
"Sep 2023",37
"Oct 2023",37
"Nov 2023",37
"Dec 2023",38
"Jan 2024",38
"Feb 2024",38
"Mar 2024",38
"Apr 2024",38
"May 2024",38
"Jun 2017",41
"Jul 2017",41
"Aug 2017",41
"Sep 2017",41
"Oct 2017",41
"Nov 2017",41
"Dec 2017",41
"Jan 2018",41
"Feb 2018",41
"Mar 2018",41
"Apr 2018",41
"May 2018",41
"Jun 2018",41
"Jul 2018",41
"Aug 2018",41
"Sep 2018",41
"Oct 2018",40
"Nov 2018",40
"Dec 2018",40
"Jan 2019",40
"Feb 2019",40
"Mar 2019",40
"Apr 2019",40
"May 2019",40
"Jun 2019",40
"Jul 2019",40
"Aug 2019",40
"Sep 2019",40
"Oct 2019",40
"Nov 2019",40
"Dec 2019",40
"Jan 2020",40
"Feb 2020",40
"Mar 2020",40
"Apr 2020",40
"May 2020",39
"Jun 2020",39
"Jul 2020",41
"Aug 2020",41
"Sep 2020",41
"Oct 2020",43
"Nov 2020",43
"Dec 2020",43
"Jan 2021",43
"Feb 2021",42
"Mar 2021",43
"Apr 2021",43
"May 2021",43
"Jun 2021",43
"Jul 2021",43
"Aug 2021",43
"Sep 2021",43
"Oct 2021",43
"Nov 2021",43
"Dec 2021",43
"Jan 2022",43
"Feb 2022",43
"Mar 2022",43
"Apr 2022",43
"May 2022",43
"Jun 2022",43
"Jul 2022",43
"Aug 2022",43
"Sep 2022",42
"Oct 2022",42
"Nov 2022",42
"Dec 2022",43
"Jan 2023",43
"Feb 2023",43
"Mar 2023",43
"Apr 2023",42
"May 2023",43
"Jun 2023",43
"Jul 2023",43
"Aug 2023",43
"Sep 2023",42
"Oct 2023",41
"Nov 2023",41
"Dec 2023",41
"Jan 2024",41
"Feb 2024",41
"Mar 2024",41
"Apr 2024",41
"May 2024",41
"Jun 2017",10
"Jul 2017",10
"Aug 2017",10
"Sep 2017",10
"Oct 2017",10
"Nov 2017",10
"Dec 2017",10
"Jan 2018",10
"Feb 2018",10
"Mar 2018",10
"Apr 2018",10
"May 2018",10
"Jun 2018",10
"Jul 2018",10
"Aug 2018",10
"Sep 2018",10
"Oct 2018",10
"Nov 2018",10
"Dec 2018",10
"Jan 2019",10
"Feb 2019",10
"Mar 2019",10
"Apr 2019",10
"May 2019",10
"Jun 2019",10
"Jul 2019",10
"Aug 2019",10
"Sep 2019",10
"Oct 2019",10
"Nov 2019",10
"Dec 2019",10
"Jan 2020",10
"Feb 2020",10
"Mar 2020",10
"Apr 2020",10
"May 2020",10
"Jun 2020",10
"Jul 2020",10
"Aug 2020",10
"Sep 2020",10
"Oct 2020",10
"Nov 2020",8
"Dec 2020",7
"Jan 2021",7
"Feb 2021",7
"Mar 2021",7
"Apr 2021",7
"May 2021",7
"Jun 2021",7
"Jul 2021",7
"Aug 2021",7
"Sep 2021",7
"Oct 2021",7
"Nov 2021",7
"Dec 2021",7
"Jan 2022",7
"Feb 2022",7
"Mar 2022",7
"Apr 2022",7
"May 2022",7
"Jun 2022",7
"Jul 2022",7
"Aug 2022",7
"Sep 2022",7
"Oct 2022",7
"Nov 2022",7
"Dec 2022",7
"Jan 2023",7
"Feb 2023",7
"Mar 2023",7
"Apr 2023",7
"May 2023",7
"Jun 2023",7
"Jul 2023",7
"Aug 2023",7
"Sep 2023",7
"Oct 2023",7
"Nov 2023",7
"Dec 2023",7
"Jan 2024",7
"Feb 2024",7
"Mar 2024",7
"Apr 2024",7
"May 2024",7
"Jun 2017",0
"Jul 2017",0
"Aug 2017",0
"Sep 2017",0
"Oct 2017",0
"Nov 2017",0
"Dec 2017",0
"Jan 2018",0
"Feb 2018",0
"Mar 2018",0
"Apr 2018",0
"May 2018",0
"Jun 2018",0
"Jul 2018",0
"Aug 2018",0
"Sep 2018",0
"Oct 2018",0
"Nov 2018",0
"Dec 2018",0
"Jan 2019",0
"Feb 2019",0
"Mar 2019",0
"Apr 2019",0
"May 2019",0
"Jun 2019",0
"Jul 2019",0
"Aug 2019",0
"Sep 2019",0
"Oct 2019",0
"Nov 2019",0
"Dec 2019",0
"Jan 2020",0
"Feb 2020",0
"Mar 2020",0
"Apr 2020",0
"May 2020",0
"Jun 2020",0
"Jul 2020",0
"Aug 2020",0
"Sep 2020",0
"Oct 2020",0
"Nov 2020",0
"Dec 2020",0
"Jan 2021",0
"Feb 2021",0
"Mar 2021",0
"Apr 2021",0
"May 2021",0
"Jun 2021",0
"Jul 2021",0
"Aug 2021",0
"Sep 2021",0
"Oct 2021",0
"Nov 2021",0
"Dec 2021",0
"Jan 2022",0
"Feb 2022",0
"Mar 2022",0
"Apr 2022",0
"May 2022",0
"Jun 2022",0
"Jul 2022",0
"Aug 2022",0
"Sep 2022",0
"Oct 2022",0
"Nov 2022",0
"Dec 2022",0
"Jan 2023",0
"Feb 2023",0
"Mar 2023",0
"Apr 2023",0
"May 2023",0
"Jun 2023",0
"Jul 2023",0
"Aug 2023",0
"Sep 2023",0
"Oct 2023",0
"Nov 2023",0
"Dec 2023",0
"Jan 2024",0
"Feb 2024",0
"Mar 2024",0
"Apr 2024",0
"May 2024",0
"Jun 2017",50
"Jul 2017",50
"Aug 2017",50
"Sep 2017",49
"Oct 2017",49
"Nov 2017",49
"Dec 2017",49
"Jan 2018",49
"Feb 2018",49
"Mar 2018",49
"Apr 2018",49
"May 2018",49
"Jun 2018",49
"Jul 2018",48
"Aug 2018",48
"Sep 2018",47
"Oct 2018",47
"Nov 2018",47
"Dec 2018",47
"Jan 2019",47
"Feb 2019",47
"Mar 2019",49
"Apr 2019",49
"May 2019",49
"Jun 2019",49
"Jul 2019",49
"Aug 2019",49
"Sep 2019",49
"Oct 2019",50
"Nov 2019",50
"Dec 2019",50
"Jan 2020",51
"Feb 2020",51
"Mar 2020",51
"Apr 2020",51
"May 2020",51
"Jun 2020",51
"Jul 2020",51
"Aug 2020",51
"Sep 2020",51
"Oct 2020",51
"Nov 2020",51
"Dec 2020",51
"Jan 2021",51
"Feb 2021",51
"Mar 2021",51
"Apr 2021",51
"May 2021",51
"Jun 2021",52
"Jul 2021",52
"Aug 2021",51
"Sep 2021",52
"Oct 2021",52
"Nov 2021",53
"Dec 2021",52
"Jan 2022",52
"Feb 2022",52
"Mar 2022",51
"Apr 2022",51
"May 2022",51
"Jun 2022",51
"Jul 2022",50
"Aug 2022",50
"Sep 2022",51
"Oct 2022",51
"Nov 2022",51
"Dec 2022",51
"Jan 2023",51
"Feb 2023",51
"Mar 2023",51
"Apr 2023",51
"May 2023",51
"Jun 2023",51
"Jul 2023",51
"Aug 2023",52
"Sep 2023",52
"Oct 2023",51
"Nov 2023",51
"Dec 2023",51
"Jan 2024",51
"Feb 2024",51
"Mar 2024",51
"Apr 2024",51
"May 2024",50
"Jun 2017",74
"Jul 2017",74
"Aug 2017",74
"Sep 2017",75
"Oct 2017",76
"Nov 2017",76
"Dec 2017",76
"Jan 2018",76
"Feb 2018",76
"Mar 2018",77
"Apr 2018",78
"May 2018",78
"Jun 2018",78
"Jul 2018",79
"Aug 2018",79
"Sep 2018",79
"Oct 2018",79
"Nov 2018",79
"Dec 2018",79
"Jan 2019",79
"Feb 2019",80
"Mar 2019",80
"Apr 2019",82
"May 2019",82
"Jun 2019",82
"Jul 2019",82
"Aug 2019",82
"Sep 2019",82
"Oct 2019",83
"Nov 2019",82
"Dec 2019",82
"Jan 2020",82
"Feb 2020",82
"Mar 2020",82
"Apr 2020",82
"May 2020",82
"Jun 2020",82
"Jul 2020",81
"Aug 2020",81
"Sep 2020",82
"Oct 2020",81
"Nov 2020",82
"Dec 2020",83
"Jan 2021",82
"Feb 2021",83
"Mar 2021",82
"Apr 2021",82
"May 2021",82
"Jun 2021",81
"Jul 2021",82
"Aug 2021",82
"Sep 2021",83
"Oct 2021",83
"Nov 2021",83
"Dec 2021",84
"Jan 2022",84
"Feb 2022",84
"Mar 2022",84
"Apr 2022",85
"May 2022",85
"Jun 2022",85
"Jul 2022",85
"Aug 2022",85
"Sep 2022",86
"Oct 2022",85
"Nov 2022",85
"Dec 2022",85
"Jan 2023",85
"Feb 2023",85
"Mar 2023",85
"Apr 2023",85
"May 2023",85
"Jun 2023",85
"Jul 2023",85
"Aug 2023",86
"Sep 2023",88
"Oct 2023",87
"Nov 2023",87
"Dec 2023",87
"Jan 2024",89
"Feb 2024",89
"Mar 2024",88
"Apr 2024",88
"May 2024",88
"Jun 2017",28
"Jul 2017",28
"Aug 2017",28
"Sep 2017",28
"Oct 2017",28
"Nov 2017",28
"Dec 2017",28
"Jan 2018",28
"Feb 2018",28
"Mar 2018",28
"Apr 2018",28
"May 2018",28
"Jun 2018",28
"Jul 2018",27
"Aug 2018",27
"Sep 2018",27
"Oct 2018",28
"Nov 2018",28
"Dec 2018",29
"Jan 2019",29
"Feb 2019",29
"Mar 2019",29
"Apr 2019",29
"May 2019",29
"Jun 2019",29
"Jul 2019",29
"Aug 2019",29
"Sep 2019",29
"Oct 2019",29
"Nov 2019",29
"Dec 2019",29
"Jan 2020",25
"Feb 2020",29
"Mar 2020",29
"Apr 2020",29
"May 2020",29
"Jun 2020",29
"Jul 2020",29
"Aug 2020",29
"Sep 2020",29
"Oct 2020",29
"Nov 2020",29
"Dec 2020",30
"Jan 2021",30
"Feb 2021",30
"Mar 2021",30
"Apr 2021",30
"May 2021",30
"Jun 2021",30
"Jul 2021",30
"Aug 2021",30
"Sep 2021",30
"Oct 2021",30
"Nov 2021",30
"Dec 2021",30
"Jan 2022",30
"Feb 2022",30
"Mar 2022",30
"Apr 2022",30
"May 2022",30
"Jun 2022",30
"Jul 2022",30
"Aug 2022",30
"Sep 2022",30
"Oct 2022",30
"Nov 2022",30
"Dec 2022",30
"Jan 2023",30
"Feb 2023",30
"Mar 2023",30
"Apr 2023",30
"May 2023",30
"Jun 2023",30
"Jul 2023",30
"Aug 2023",30
"Sep 2023",30
"Oct 2023",30
"Nov 2023",30
"Dec 2023",30
"Jan 2024",30
"Feb 2024",30
"Mar 2024",30
"Apr 2024",30
"May 2024",30
"Jun 2017",12
"Jul 2017",12
"Aug 2017",12
"Sep 2017",12
"Oct 2017",12
"Nov 2017",12
"Dec 2017",13
"Jan 2018",13
"Feb 2018",13
"Mar 2018",13
"Apr 2018",13
"May 2018",13
"Jun 2018",13
"Jul 2018",13
"Aug 2018",13
"Sep 2018",13
"Oct 2018",13
"Nov 2018",13
"Dec 2018",13
"Jan 2019",13
"Feb 2019",13
"Mar 2019",13
"Apr 2019",13
"May 2019",13
"Jun 2019",13
"Jul 2019",13
"Aug 2019",13
"Sep 2019",13
"Oct 2019",13
"Nov 2019",13
"Dec 2019",13
"Jan 2020",13
"Feb 2020",13
"Mar 2020",13
"Apr 2020",13
"May 2020",13
"Jun 2020",13
"Jul 2020",13
"Aug 2020",13
"Sep 2020",13
"Oct 2020",13
"Nov 2020",13
"Dec 2020",13
"Jan 2021",13
"Feb 2021",13
"Mar 2021",13
"Apr 2021",13
"May 2021",13
"Jun 2021",13
"Jul 2021",14
"Aug 2021",14
"Sep 2021",14
"Oct 2021",14
"Nov 2021",14
"Dec 2021",14
"Jan 2022",14
"Feb 2022",14
"Mar 2022",14
"Apr 2022",14
"May 2022",14
"Jun 2022",14
"Jul 2022",14
"Aug 2022",14
"Sep 2022",14
"Oct 2022",14
"Nov 2022",14
"Dec 2022",14
"Jan 2023",14
"Feb 2023",14
"Mar 2023",14
"Apr 2023",14
"May 2023",14
"Jun 2023",14
"Jul 2023",14
"Aug 2023",14
"Sep 2023",14
"Oct 2023",14
"Nov 2023",14
"Dec 2023",14
"Jan 2024",14
"Feb 2024",14
"Mar 2024",14
"Apr 2024",14
"May 2024",14
"Jun 2017",77
"Jul 2017",77
"Aug 2017",77
"Sep 2017",78
"Oct 2017",78
"Nov 2017",78
"Dec 2017",79
"Jan 2018",79
"Feb 2018",79
"Mar 2018",79
"Apr 2018",78
"May 2018",78
"Jun 2018",78
"Jul 2018",79
"Aug 2018",79
"Sep 2018",79
"Oct 2018",77
"Nov 2018",78
"Dec 2018",78
"Jan 2019",76
"Feb 2019",76
"Mar 2019",77
"Apr 2019",77
"May 2019",78
"Jun 2019",80
"Jul 2019",80
"Aug 2019",80
"Sep 2019",78
"Oct 2019",77
"Nov 2019",78
"Dec 2019",78
"Jan 2020",78
"Feb 2020",78
"Mar 2020",78
"Apr 2020",78
"May 2020",80
"Jun 2020",80
"Jul 2020",81
"Aug 2020",81
"Sep 2020",81
"Oct 2020",82
"Nov 2020",82
"Dec 2020",83
"Jan 2021",83
"Feb 2021",83
"Mar 2021",83
"Apr 2021",83
"May 2021",83
"Jun 2021",83
"Jul 2021",83
"Aug 2021",83
"Sep 2021",83
"Oct 2021",83
"Nov 2021",83
"Dec 2021",83
"Jan 2022",83
"Feb 2022",83
"Mar 2022",83
"Apr 2022",84
"May 2022",84
"Jun 2022",84
"Jul 2022",84
"Aug 2022",84
"Sep 2022",84
"Oct 2022",85
"Nov 2022",84
"Dec 2022",84
"Jan 2023",84
"Feb 2023",84
"Mar 2023",84
"Apr 2023",84
"May 2023",83
"Jun 2023",83
"Jul 2023",83
"Aug 2023",83
"Sep 2023",83
"Oct 2023",84
"Nov 2023",84
"Dec 2023",83
"Jan 2024",83
"Feb 2024",83
"Mar 2024",83
"Apr 2024",85
"May 2024",85
"Jun 2017",36
"Jul 2017",36
"Aug 2017",36
"Sep 2017",36
"Oct 2017",37
"Nov 2017",37
"Dec 2017",37
"Jan 2018",37
"Feb 2018",37
"Mar 2018",37
"Apr 2018",37
"May 2018",37
"Jun 2018",37
"Jul 2018",37
"Aug 2018",37
"Sep 2018",38
"Oct 2018",38
"Nov 2018",38
"Dec 2018",37
"Jan 2019",37
"Feb 2019",37
"Mar 2019",37
"Apr 2019",37
"May 2019",37
"Jun 2019",37
"Jul 2019",37
"Aug 2019",38
"Sep 2019",38
"Oct 2019",37
"Nov 2019",37
"Dec 2019",37
"Jan 2020",37
"Feb 2020",37
"Mar 2020",36
"Apr 2020",37
"May 2020",37
"Jun 2020",37
"Jul 2020",37
"Aug 2020",37
"Sep 2020",37
"Oct 2020",37
"Nov 2020",37
"Dec 2020",37
"Jan 2021",38
"Feb 2021",38
"Mar 2021",38
"Apr 2021",38
"May 2021",38
"Jun 2021",36
"Jul 2021",37
"Aug 2021",36
"Sep 2021",37
"Oct 2021",37
"Nov 2021",37
"Dec 2021",36
"Jan 2022",36
"Feb 2022",36
"Mar 2022",36
"Apr 2022",34
"May 2022",34
"Jun 2022",34
"Jul 2022",34
"Aug 2022",34
"Sep 2022",34
"Oct 2022",34
"Nov 2022",34
"Dec 2022",34
"Jan 2023",34
"Feb 2023",34
"Mar 2023",34
"Apr 2023",34
"May 2023",33
"Jun 2023",33
"Jul 2023",34
"Aug 2023",34
"Sep 2023",35
"Oct 2023",35
"Nov 2023",35
"Dec 2023",35
"Jan 2024",35
"Feb 2024",35
"Mar 2024",35
"Apr 2024",35
"May 2024",35
"Jun 2017",46
"Jul 2017",46
"Aug 2017",46
"Sep 2017",45
"Oct 2017",45
"Nov 2017",46
"Dec 2017",46
"Jan 2018",46
"Feb 2018",46
"Mar 2018",46
"Apr 2018",44
"May 2018",44
"Jun 2018",44
"Jul 2018",44
"Aug 2018",44
"Sep 2018",44
"Oct 2018",44
"Nov 2018",44
"Dec 2018",45
"Jan 2019",45
"Feb 2019",45
"Mar 2019",45
"Apr 2019",45
"May 2019",45
"Jun 2019",45
"Jul 2019",45
"Aug 2019",45
"Sep 2019",45
"Oct 2019",45
"Nov 2019",45
"Dec 2019",45
"Jan 2020",45
"Feb 2020",45
"Mar 2020",45
"Apr 2020",45
"May 2020",45
"Jun 2020",45
"Jul 2020",45
"Aug 2020",45
"Sep 2020",45
"Oct 2020",45
"Nov 2020",45
"Dec 2020",45
"Jan 2021",45
"Feb 2021",45
"Mar 2021",45
"Apr 2021",45
"May 2021",45
"Jun 2021",46
"Jul 2021",46
"Aug 2021",46
"Sep 2021",47
"Oct 2021",47
"Nov 2021",47
"Dec 2021",46
"Jan 2022",46
"Feb 2022",46
"Mar 2022",46
"Apr 2022",46
"May 2022",46
"Jun 2022",46
"Jul 2022",46
"Aug 2022",46
"Sep 2022",46
"Oct 2022",46
"Nov 2022",47
"Dec 2022",47
"Jan 2023",47
"Feb 2023",47
"Mar 2023",47
"Apr 2023",47
"May 2023",47
"Jun 2023",48
"Jul 2023",48
"Aug 2023",48
"Sep 2023",48
"Oct 2023",48
"Nov 2023",49
"Dec 2023",49
"Jan 2024",49
"Feb 2024",49
"Mar 2024",49
"Apr 2024",49
"May 2024",48
